variable,variable_label,value_labels,r_class,missing_n,missing_percent,unique_n
v729,husband/partner's educational attainment,no education = 0 | incomplete primary = 1 | complete primary = 2 | incomplete secondary = 3 | complete secondary = 4 | higher = 5 | don't know = 8,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,7
v730,husband/partner's age,96+ = 96 | don't know = 98,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,69
v731,respondent worked in last 12 months,"no = 0 | in the past year = 1 | currently working = 2 | have a job, but on leave last 7 days = 3","haven_labelled, vctrs_vctr, double",0,0,4
v732,respondent employed all year/seasonal,all year = 1 | seasonal = 2 | occasional = 3,"haven_labelled, vctrs_vctr, double",6516,36.22817747136662,3
v739,person who usually decides how to spend respondent's earnings,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5,"haven_labelled, vctrs_vctr, double",8612,47.881685755587675,4
v740,na - type of land where respondent works,own land = 0 | family land = 1 | someone else's land = 2 | rented land = 3 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
v741,type of earnings from respondent's work,not paid = 0 | cash only = 1 | cash and in-kind = 2 | in-kind only = 3,"haven_labelled, vctrs_vctr, double",6516,36.22817747136662,4
v743a,person who usually decides on: respondent's health care,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,5
v743b,person who usually decides on: large household purchases,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,5
v743c,na - person who usually decides on: household purchases for daily needs,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6,"haven_labelled, vctrs_vctr, double",17986,100,0
v743d,person who usually decides on: visits to family or relatives,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6,"haven_labelled, vctrs_vctr, double",1064,5.915712220616035,5
v743e,na - person who usually decides on: food to be cooked each day,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6,"haven_labelled, vctrs_vctr, double",17986,100,0
v743f,person who usually decides on: what to do with money husband earns,respondent alone = 1 | respondent and husband/partner = 2 | respondent and other person = 3 | husband/partner alone = 4 | someone else = 5 | other = 6 | husband/partner has no earnings = 7,"haven_labelled, vctrs_vctr, double",1231,6.844212165017235,5
v744a,beating justified if wife goes out without telling husband,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
v744b,beating justified if wife neglects the children,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
v744c,beating justified if wife argues with husband,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
v744d,beating justified if wife refuses to have sex with husband,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
v744e,beating justified if wife burns the food,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,3
v745a,owns a house alone or jointly,does not own = 0 | alone only = 1 | jointly with husband/partner only = 2 | jointly with someone else only = 3 | jointly with husband/partner and someone else = 4 | both alone and jointly = 5,"haven_labelled, vctrs_vctr, double",0,0,6
v745b,owns land alone or jointly,does not own = 0 | alone only = 1 | jointly with husband/partner only = 2 | jointly with someone else only = 3 | jointly with husband/partner and someone else = 4 | both alone and jointly = 5,"haven_labelled, vctrs_vctr, double",0,0,6
v745c,title deed on house own by respondent,"does not have a title deed = 0 | has a title deed and respondent on title = 1 | has a title deed but respondent not on title = 2 | has a title deed, don't know if respondent on title = 3 | don't know if has a title deed = 8","haven_labelled, vctrs_vctr, double",16084,89.42510841765818,5
v745d,title deed on land own by respondent,"does not have a title deed = 0 | has a title deed and respondent on title = 1 | has a title deed but respondent not on title = 2 | has a title deed, don't know if respondent on title = 3 | don't know if has a title deed = 8","haven_labelled, vctrs_vctr, double",15966,88.76904258868008,5
v746,respondent earns more than husband/partner,more than him = 1 | less than him = 2 | about the same = 3 | husband/partner doesn't bring in money = 4 | don't know = 8,"haven_labelled, vctrs_vctr, double",8612,47.881685755587675,5
pidxb,index to birth history,termination (not in birth history) = 0,"haven_labelled, vctrs_vctr, double",0,0,5
pord,pregnancy order number,NA,numeric,0,0,17
p0,pregnancy is multiple,single birth = 0 | 1st of multiple = 1 | 2nd of multiple = 2 | 3rd of multiple = 3 | 4th of multiple = 4 | 5th of multiple = 5,"haven_labelled, vctrs_vctr, double",0,0,4
p1,month of pregnancy outcome,NA,numeric,0,0,12
p2,year of pregnancy outcome,NA,numeric,0,0,5
p3,date of end of pregnancy (cmc),NA,numeric,0,0,41
p4,sex of child,male = 1 | female = 2,"haven_labelled, vctrs_vctr, double",1993,11.080840653841877,2
p5,child is alive,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1993,11.080840653841877,2
p6,age at death,died on day of birth = 100 | days: 1 = 101 | days: number missing = 199 | months: 1 = 201 | months: number missing = 299 | years: 1 = 301 | years: number missing = 399 | inconsistent = 997 | don't know = 998,"haven_labelled, vctrs_vctr, double",16909,94.01200934059824,55
p7,"age at death (months, imputed)",NA,numeric,16909,94.01200934059824,25
p8,current age of child,NA,numeric,3070,17.068831313243635,3
p9,child lives with whom,respondent = 0 | father = 1 | other relative = 2 | someone else = 3 | lives elsewhere = 4,"haven_labelled, vctrs_vctr, double",3070,17.068831313243635,2
p10,completeness of information,"month, year and day = 0 | month and year - information complete = 1 | month and age - year imputed = 2 | year and age - month imputed = 3 | year and age - year ignored = 4 | year - age/month imputed = 5 | age - year/month imputed = 6 | month - age/year imputed = 7 | none - all imputed = 8","haven_labelled, vctrs_vctr, double",0,0,2
p11,preceding pregnancy interval (months),NA,numeric,3503,19.476259312798845,191
p12,succeeding pregnancy interval (months),NA,numeric,15422,85.74446791949293,34
p13,flag for age at death,"no flag = 0 | > interview = 1 | < breastfeeding = 2 | < age supplemented = 3 | < first breastfed = 4 | < last vaccination = 5 | outside range = 6 | imputed, units given = 7 | imputed, no units = 8","haven_labelled, vctrs_vctr, double",16909,94.01200934059824,3
p15,other pregnancies between pregnancies,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",0,0,2
p16,child's line number in household,not listed in household = 0,"haven_labelled, vctrs_vctr, double",3070,17.068831313243635,29
p17,day of pregnancy outcome,NA,numeric,0,0,31
p18,century day code of end of pregnancy (cdc),NA,numeric,0,0,1212
p19,months since pregnancy outcome,NA,numeric,0,0,36
p20,duration of pregnancy in months,NA,numeric,0,0,10
p21,duration of pregnancy,NA,numeric,0,0,33
p30,pregnancy outcome declared by respondent,born alive = 1 | born dead = 2 | miscarriage = 3 | abortion = 4,"haven_labelled, vctrs_vctr, double",0,0,4
p31,"baby cried, moved or breathed",no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17669,98.23751806960969,2
p32,pregnancy outcome reclassified,born alive = 1 | born dead = 2 | miscarriage = 3 | abortion = 4,"haven_labelled, vctrs_vctr, double",0,0,4
midx,index to birth history,not a live birth = 0,"haven_labelled, vctrs_vctr, double",0,0,5
midxp,index to pregnancy history,NA,numeric,0,0,5
m1,number of tetanus injections before birth,received no injection = 0 | 7+ = 7 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,9
m1a,number of tetanus injections before pregnancy,received no injection = 0 | 7+ = 7 | don't know = 8,"haven_labelled, vctrs_vctr, double",11161,62.053819637495835,9
m1b,na - month of last tetanus injection before pregnancy,inconsistent = 97 | don't know month = 98,"haven_labelled, vctrs_vctr, double",17986,100,0
m1c,na - year of last tetanus injection before pregnancy,inconsistent = 9997 | don't know year = 9998,"haven_labelled, vctrs_vctr, double",17986,100,0
m1d,years ago received last tetanus injection before pregnancy,NA,numeric,16644,92.53864116535084,37
m1e,last tetanus injection before pregnancy (cmc),can't be determined = 9996,"haven_labelled, vctrs_vctr, double",16644,92.53864116535084,212
m2a,prenatal: doctor,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2b,prenatal: nurse/midwife,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2c,prenatal: community health extension worker,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2d,na - prenatal: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2e,na - prenatal: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2f,na - prenatal: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2g,prenatal: traditional birth attendant,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2h,prenatal: auxiliary midwife,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2i,prenatal: comm health influencers/promoters/field workers,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2j,na - prenatal: cs other person,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2k,prenatal: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m2l,na - prenatal: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2m,na - prenatal: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m2n,prenatal: no one,no: some care = 0 | yes: no care = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m3a,assistance: doctor,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3b,assistance: nurse/midwife,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3c,assistance: community health extension worker,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3d,na - assistance: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m3e,na - assistance: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m3f,na - assistance: cs health professional,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m3g,assistance: traditional birth attendant,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3h,assistance: auxiliary midwife,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3i,assistance: relative/friend,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3j,assistance: comm health influencers/promoters/field workers,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3k,assistance: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m3l,na - assistance: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m3m,na - assistance: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m3n,assistance: no one,no: some assistance = 0 | yes: no assistance = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m4,duration of breastfeeding,"ever breastfed, not currently breastfeeding = 93 | never breastfed = 94 | still breastfeeding = 95 | breastfed until died = 96 | inconsistent = 97 | don't know = 98","haven_labelled, vctrs_vctr, double",1993,11.080840653841877,3
m5,months of breastfeeding,"ever breastfed, not currently breastfeeding = 93 | never breastfed = 94 | inconsistent = 97 | don't know = 98","haven_labelled, vctrs_vctr, double",1993,11.080840653841877,38
m6,duration of amenorrhea,period not returned = 96 | inconsistent = 97 | unknown = 98,"haven_labelled, vctrs_vctr, double",2564,14.255532080507061,2
m7,months of amenorrhea,inconsistent = 97 | unknown = 98,"haven_labelled, vctrs_vctr, double",2564,14.255532080507061,37
m8,duration of abstinence,still abstaining = 96 | inconsistent = 97 | unknown = 98,"haven_labelled, vctrs_vctr, double",2564,14.255532080507061,2
m9,months of abstinence,inconsistent = 97 | unknown = 98,"haven_labelled, vctrs_vctr, double",2564,14.255532080507061,37
m10,wanted pregnancy when became pregnant,then = 1 | later = 2 | no more = 3,"haven_labelled, vctrs_vctr, double",0,0,3
m11,desired time would have waited,months: 1 = 101 | months: number missing = 199 | years: 1 = 201 | years: number missing = 299 | don't know = 998,"haven_labelled, vctrs_vctr, double",15843,88.08517736016903,30
m13,timing of 1st antenatal check (months),don't know = 98,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,10
m13a,timing of 1st antenatal check (original),weeks: 1 = 101 | weeks: number missing = 199 | months: 1 = 201 | months: number missing = 299 | don't know = 998,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,26
m14,number of antenatal visits during pregnancy,no antenatal visits = 0 | don't know = 98,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,22
m15,place of delivery,---home--- = 10 | her home = 11 | other home = 12 | ---public sector--- = 20 | teaching hospital = 21 | federal medical center = 22 | general hospital = 23 | primary health care center = 24 | primary health clinic = 25 | health post = 26 | other public sector = 27 | ---private medical sector--- = 30 | private hospital = 31 | private clinic = 32 | pharmacy = 33 | patent and proprietary medicine vendors (ppmv) = 34 | private doctor = 35 | mobile clinic = 36 | maternity center = 37 | other private medical = 38 | ---ngo medical sector--- = 40 | faith-based hospital = 41 | faith-based clinic = 42 | other ngo medical sector = 46 | ---other--- = 90 | other = 96,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,21
m17,delivery by caesarean section,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",1676,9.318358723451574,2
m17a,na - timing on decision for caesarean section,before labor started = 1 | after labor started = 2,"haven_labelled, vctrs_vctr, double",17986,100,0
m18,size of child at birth,very large = 1 | larger than average = 2 | average = 3 | smaller than average = 4 | very small = 5 | don't know = 8,"haven_labelled, vctrs_vctr, double",1993,11.080840653841877,6
m19,birth weight in kilograms (3 decimals),not weighed at birth = 9996 | don't know = 9998,"haven_labelled, vctrs_vctr, double",1993,11.080840653841877,75
m19a,weight at birth/recall,not weighed = 0 | from written card = 1 | from mother's recall = 2 | don't know = 8 | special answers = 9,"haven_labelled, vctrs_vctr, double",1993,11.080840653841877,4
m27,na - flag for breastfeeding,no flag = 0 | > interval = 1 | > interval by 1 month = 2 | > age at death = 3 | during pregnancy in calendar = 4,"haven_labelled, vctrs_vctr, double",17986,100,0
m28,na - flag for amenorrhea,no flag = 0 | > interval = 1 | > interval by 1 month = 2 | during pregnancy in calendar = 4,"haven_labelled, vctrs_vctr, double",17986,100,0
m29,na - flag for abstinence,no flag = 0 | > interval = 1 | > interval by 1 month = 2 | during pregnancy in calendar = 4,"haven_labelled, vctrs_vctr, double",17986,100,0
m34,when child put to breast,immediately = 0 | within first hour = 100 | hours: 1 = 101 | hours: number missing = 199 | days: 1 = 201 | days: number missing = 299,"haven_labelled, vctrs_vctr, double",2834,15.756699655287445,42
m35,na - number of times breastfed during previous night,on demand = 96,"haven_labelled, vctrs_vctr, double",17986,100,0
m36,na - number of times breastfed during previous day,on demand = 96,"haven_labelled, vctrs_vctr, double",17986,100,0
m38,drank from bottle with nipple yesterday/last night,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3070,17.068831313243635,3
m39a,"did eat any solid, semi-solid or soft foods yesterday",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",8000,44.47903925275214,2
m39,"number of times ate solid, semi-solid or soft food yesterday",none = 0 | 7+ = 7 | don't know = 8,"haven_labelled, vctrs_vctr, double",8000,44.47903925275214,9
m42a,na - during pregnancy: weighed,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42b,na - during pregnancy: height measured,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42c,during pregnancy: blood pressure taken,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42d,during pregnancy: urine sample taken,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42e,during pregnancy: blood sample taken,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42f,during pregnancy: listen to baby's heartbeat,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42g,during pregnancy: talk about foods to eat,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42h,during pregnancy: talk about breastfeeding,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42i,during pregnancy: ask about vaginal bleeding,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,3
m42j,na - during pregnancy: talk about when baby is due,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42k,na - during pregnancy: pay attention to baby movements,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42l,na - during pregnancy: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42m,na - during pregnancy: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m42n,na - during pregnancy: cs,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m43,na - told about pregnancy complications,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m44,na - told where to go for pregnancy complications,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m45,"during pregnancy, given or bought iron tablets/syrup",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m46,days tablets or syrup taken,were not taken = 0 | don't know = 998,"haven_labelled, vctrs_vctr, double",8428,46.85866785277438,234
m47,"na - during pregnancy, had difficulty with daylight vision",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m48,"na - during pregnancy, had difficulty with night blindness",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49a,during pregnancy took: sp/fansidar for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m49b,na - during pregnancy took: chloroquine for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49c,na - during pregnancy took: cs drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49d,na - during pregnancy took: cs drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49e,na - during pregnancy took: cs drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49f,na - during pregnancy took: cs drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49g,na - during pregnancy took: cs drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49x,na - during pregnancy took: other drug for malaria,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49z,na - during pregnancy took: don't know,no = 0 | yes: don't know which drug taken = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m49y,na - during pregnancy took: no drug for malaria,"no = 0 | yes, took no drug = 1 | don't know = 8","haven_labelled, vctrs_vctr, double",17986,100,0
m54,na - received vitamin a dose in first 2 months after delivery,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17986,100,0
m55,given child anything other than breast milk,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",2834,15.756699655287445,2
m57a,antenatal care: respondent's home,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57b,antenatal care: other home,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57c,na - antenatal care: cs home,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57d,na - antenatal care: cs home,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57e,antenatal care: teaching hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57f,antenatal care: federal medical center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57g,antenatal care: general hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57h,antenatal care: primary health care center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57i,antenatal care: primary health clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57j,antenatal care: health post,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57k,antenatal care: other public sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57l,na - antenatal care: cs public health,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57m,antenatal care: private hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57n,antenatal care: private clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57o,antenatal care: pharmacy,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57p,antenatal care: patent & proprietary medicine vendors (ppmv),no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57q,antenatal care: private doctor,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57r,antenatal care: mobile clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57s,antenatal care: maternity center,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57t,antenatal care: other private medical sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57na,antenatal care: faith-based hospital,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57nb,antenatal care: faith-based clinic,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57nc,antenatal care: other ngo medical sector,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m57nd,na - antenatal care: ngo medical,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57ne,na - antenatal care: ngo medical,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57u,na - antenatal care: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57v,na - antenatal care: cs other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",17986,100,0
m57x,antenatal care: other,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
m60,drugs for intestinal parasites during pregnancy,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,3
m61,time spent at place of delivery,hours: 0 = 100 | hours: 1 = 101 | hours: number missing = 199 | days: 1 = 201 | days: number missing = 299 | weeks: 1 = 301 | weeks: number missing = 399 | don't know = 998,"haven_labelled, vctrs_vctr, double",11453,63.67730457022128,64
m62,respondent's health checked after delivery before discharge,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",11453,63.67730457022128,2
m63,how long after delivery respondent's health check before discharge took place,zero hours = 100 | one day = 201 | one week = 301 | don't know = 998,"haven_labelled, vctrs_vctr, double",12773,71.01634604692538,39
m64,who checked respondent's health before discharge,---health personnel--- = 10 | doctor = 11 | nurse/midwife = 12 | community health extension worker = 13 | ---other person--- = 20 | auxiliary midwife = 21 | traditional birth attendant = 22 | community health influencers promoters and services (chips)/community health wor = 23 | other = 96,"haven_labelled, vctrs_vctr, double",12773,71.01634604692538,6
m66,respondent's health checked after discharge/delivery at home,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
m67,how long after delivery respondent's health check (after discharge/home delivery,zero hours = 100 | one day = 201 | one week = 301 | don't know = 998,"haven_labelled, vctrs_vctr, double",15707,87.32903369287224,42
m68,who checked respondent's health after discharge/delivery at home,---health personnel--- = 10 | doctor = 11 | nurse/midwife = 12 | community health extension worker = 13 | ---other person--- = 20 | auxiliary midwife = 21 | traditional birth attendant = 22 | community health influencers promoters and services (chips)/community health wor = 23 | other = 96,"haven_labelled, vctrs_vctr, double",15707,87.32903369287224,7
m69,where respondent's check after discharge/delivery at home took place,---home--- = 10 | her home = 11 | other home = 12 | ---public sector--- = 20 | teaching hospital = 21 | federal medical center = 22 | general hospital = 23 | primary health care center = 24 | primary health clinic = 25 | health post = 26 | other public sector = 27 | ---private medical sector--- = 30 | private hospital = 31 | private clinic = 32 | pharmacy = 33 | patent and proprietary medicine vendors (ppmv) = 34 | private doctor = 35 | mobile clinic = 36 | maternity center = 37 | other private medical = 38 | ---ngo medical sector--- = 40 | faith-based hospital = 41 | faith-based clinic = 42 | other ngo medical sector = 46 | ---other--- = 90 | other = 96,"haven_labelled, vctrs_vctr, double",15707,87.32903369287224,19
m70,child's health checked after discharge/delivery at home,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
m71,how long after delivery child's health check (after discharge/home delivery) too,immediately/in first hour = 100 | hours: 1 = 101 | hours: number missing = 199 | days: 1 = 201 | days: number missing = 299 | weeks: 1 = 301 | weeks: number missing = 399 | don't know = 998,"haven_labelled, vctrs_vctr, double",15654,87.03436005782275,50
m72,who checked child's health after discharge/home delivery,---health personnel--- = 10 | doctor = 11 | nurse/midwife = 12 | community health extension worker = 13 | ---other person--- = 20 | auxiliary midwife = 21 | traditional birth attendant = 22 | community health influencers promoters and services (chips)/community health wor = 23 | other = 96,"haven_labelled, vctrs_vctr, double",15654,87.03436005782275,7
m73,where child's health check after discharge/home delivery took place,---home--- = 10 | her home = 11 | other home = 12 | ---public sector--- = 20 | teaching hospital = 21 | federal medical center = 22 | general hospital = 23 | primary health care center = 24 | primary health clinic = 25 | health post = 26 | other public sector = 27 | ---private medical sector--- = 30 | private hospital = 31 | private clinic = 32 | pharmacy = 33 | patent and proprietary medicine vendors (ppmv) = 34 | private doctor = 35 | mobile clinic = 36 | maternity center = 37 | other private medical = 38 | ---ngo medical sector--- = 40 | faith-based hospital = 41 | faith-based clinic = 42 | other ngo medical sector = 46 | ---other--- = 90 | other = 96,"haven_labelled, vctrs_vctr, double",15654,87.03436005782275,18
m74,child's health checked before discharge,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",11606,64.52796619593016,3
m75,how long after delivery child's health check before discharge took place,zero hours = 100 | one day = 201 | one week = 301 | don't know = 998,"haven_labelled, vctrs_vctr, double",13030,72.44523518292006,38
m76,who checked child's health before discharge,---health personnel--- = 10 | doctor = 11 | nurse/midwife = 12 | community health extension worker = 13 | ---other person--- = 20 | auxiliary midwife = 21 | traditional birth attendant = 22 | community health influencers promoters and services (chips)/community health wor = 23 | other = 96,"haven_labelled, vctrs_vctr, double",13030,72.44523518292006,7
